"Private","Sales","White","Male","United-States","<=50K"
"Private","Handlers-cleaners","Black","Female","United-States","<=50K"
"Self-emp-inc","Exec-managerial","White","Male","United-States","<=50K"
"Private","Other-service","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"State-gov","Exec-managerial","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Self-emp-not-inc","Prof-specialty","White","Male","United-States",">50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Local-gov","Exec-managerial","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Private","Prof-specialty","White","Male","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Local-gov","Adm-clerical","Black","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Self-emp-inc","Sales","White","Male","United-States",">50K"
"Private","Machine-op-inspct","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Self-emp-inc","Exec-managerial","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Sales","Black","Female","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Private","Adm-clerical","Black","Female","United-States","<=50K"
"Private","Prof-specialty","Black","Female","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States","<=50K"
"Self-emp-inc","Prof-specialty","White","Female","United-States",">50K"
"Private","Machine-op-inspct","White","Female","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States",">50K"
"Local-gov","Protective-serv","White","Male","United-States",">50K"
"Self-emp-inc","Exec-managerial","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Local-gov","Prof-specialty","White","Female","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Self-emp-inc","Sales","White","Male","United-States","<=50K"
"Private","Craft-repair","Black","Male","United-States","<=50K"
"Local-gov","Exec-managerial","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Female","United-States",">50K"
"Private","Sales","White","Male","United-States",">50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Federal-gov","Craft-repair","White","Female","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States","<=50K"
"Private","Tech-support","Black","Female","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Federal-gov","Other-service","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","Mexico","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Adm-clerical","Asian-Pac-Islander","Male","Philippines","<=50K"
"Private","Machine-op-inspct","Asian-Pac-Islander","Female","Philippines","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Self-emp-inc","Sales","White","Male","United-States",">50K"
"Local-gov","Transport-moving","White","Male","United-States",">50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Local-gov","Exec-managerial","White","Male","United-States","<=50K"
"Private","Priv-house-serv","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States","<=50K"
"Private","Exec-managerial","Asian-Pac-Islander","Female","Thailand","<=50K"
"Private","Tech-support","White","Male","United-States",">50K"
"Self-emp-not-inc","Other-service","White","Male","United-States","<=50K"
"Private","Tech-support","White","Female","United-States","<=50K"
"Private","Tech-support","White","Male","United-States","<=50K"
"Private","Other-service","Black","Female","Haiti","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States","<=50K"
"Local-gov","Other-service","White","Female","United-States","<=50K"
"Self-emp-not-inc","Craft-repair","White","Male","United-States","<=50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Self-emp-not-inc","Transport-moving","White","Male","United-States","<=50K"
"Federal-gov","Adm-clerical","White","Female","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States",">50K"
"State-gov","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Private","Tech-support","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Federal-gov","Tech-support","Black","Male","United-States","<=50K"
"Private","Other-service","Black","Female","United-States","<=50K"
"State-gov","Other-service","White","Male","United-States","<=50K"
"Self-emp-not-inc","Prof-specialty","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Local-gov","Prof-specialty","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Female","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States",">50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Female","United-States",">50K"
"State-gov","Exec-managerial","White","Male","United-States","<=50K"
"Private","Other-service","Amer-Indian-Eskimo","Female","United-States","<=50K"
"Private","Other-service","Black","Male","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Self-emp-inc","Craft-repair","White","Male","United-States",">50K"
"Private","Protective-serv","Black","Male","United-States","<=50K"
"Federal-gov","Craft-repair","White","Male","United-States",">50K"
"Private","Handlers-cleaners","White","Male","United-States",">50K"
"Private","Handlers-cleaners","White","Female","United-States","<=50K"
"Private","Tech-support","White","Female","United-States","<=50K"
"Private","Sales","Black","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Female","United-States","<=50K"
"Private","Machine-op-inspct","Black","Male","United-States","<=50K"
"Private","Protective-serv","White","Male","United-States",">50K"
"Federal-gov","Transport-moving","Black","Male","United-States","<=50K"
"Private","Exec-managerial","Black","Male","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Other-service","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Other-service","White","Male","El-Salvador",">50K"
"Private","Sales","White","Male","United-States","<=50K"
"Self-emp-not-inc","Farming-fishing","White","Male","United-States",">50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States",">50K"
"Private","Handlers-cleaners","White","Male","Puerto-Rico","<=50K"
"Local-gov","Adm-clerical","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Adm-clerical","White","Male","United-States","<=50K"
"Self-emp-inc","Exec-managerial","White","Male","United-States",">50K"
"Self-emp-not-inc","Sales","Asian-Pac-Islander","Male","Vietnam","<=50K"
"Local-gov","Tech-support","White","Male","United-States",">50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Self-emp-not-inc","Farming-fishing","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States",">50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States",">50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Machine-op-inspct","Black","Male","United-States",">50K"
"Private","Protective-serv","White","Male","United-States","<=50K"
"Self-emp-inc","Exec-managerial","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","Mexico","<=50K"
"Private","Handlers-cleaners","White","Male","Puerto-Rico","<=50K"
"Private","Prof-specialty","White","Male","United-States","<=50K"
"Local-gov","Prof-specialty","White","Female","United-States","<=50K"
"Private","Other-service","White","Male","United-States","<=50K"
"Self-emp-not-inc","Farming-fishing","White","Male","United-States",">50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States",">50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Other-service","White","Female","Dominican-Republic","<=50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Self-emp-inc","Farming-fishing","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States",">50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Other-service","White","Male","Mexico","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Prof-specialty","White","Female","United-States",">50K"
"Private","Exec-managerial","Black","Female","United-States",">50K"
"Private","Craft-repair","White","Male","United-States",">50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Local-gov","Adm-clerical","White","Female","United-States","<=50K"
"Private","Other-service","White","Female","United-States",">50K"
"Private","Transport-moving","White","Male","United-States",">50K"
"Private","Prof-specialty","Black","Male","United-States",">50K"
"Private","Sales","White","Male","United-States","<=50K"
"Self-emp-not-inc","Prof-specialty","White","Male","United-States",">50K"
"Federal-gov","Protective-serv","Black","Male","United-States","<=50K"
"Private","Adm-clerical","Black","Female","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Local-gov","Exec-managerial","White","Female","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States",">50K"
"Self-emp-inc","Prof-specialty","White","Male","United-States",">50K"
"Private","Sales","White","Male","United-States","<=50K"
"Self-emp-not-inc","Sales","White","Male","United-States",">50K"
"Self-emp-not-inc","Prof-specialty","White","Female","United-States","<=50K"
"Private","Other-service","White","Female","Germany","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","Mexico","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Self-emp-not-inc","Sales","White","Male","United-States","<=50K"
"Self-emp-not-inc","Craft-repair","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Prof-specialty","Asian-Pac-Islander","Female","United-States","<=50K"
"Private","Exec-managerial","Asian-Pac-Islander","Female","South","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Self-emp-not-inc","Exec-managerial","Black","Male","United-States",">50K"
"Private","Tech-support","White","Female","United-States","<=50K"
"Self-emp-not-inc","Exec-managerial","White","Female","United-States",">50K"
"Private","Adm-clerical","Black","Female","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States",">50K"
"Private","Other-service","White","Male","Columbia","<=50K"
"Private","Adm-clerical","Black","Female","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Self-emp-not-inc","Adm-clerical","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Prof-specialty","White","Female","United-States",">50K"
"Private","Transport-moving","Black","Male","United-States","<=50K"
"Local-gov","Prof-specialty","White","Female","United-States","<=50K"
"Private","Craft-repair","White","Female","United-States","<=50K"
"Private","Machine-op-inspct","Asian-Pac-Islander","Male","United-States","<=50K"
"Private","Exec-managerial","Asian-Pac-Islander","Male","Japan",">50K"
"Private","Exec-managerial","Asian-Pac-Islander","Male","India","<=50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Tech-support","White","Female","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Prof-specialty","White","Female","United-States",">50K"
"Private","Transport-moving","White","Female","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States",">50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Federal-gov","Adm-clerical","White","Male","Mexico","<=50K"
"Private","Transport-moving","White","Male","United-States",">50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"State-gov","Prof-specialty","Asian-Pac-Islander","Male","Cambodia","<=50K"
"Self-emp-inc","Prof-specialty","White","Male","United-States",">50K"
"Self-emp-inc","Exec-managerial","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Female","United-States","<=50K"
"Private","Tech-support","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Adm-clerical","Black","Female","United-States","<=50K"
"Private","Adm-clerical","White","Male","United-States",">50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Self-emp-inc","Transport-moving","White","Male","United-States","<=50K"
"Private","Other-service","Other","Male","United-States","<=50K"
"Private","Adm-clerical","Black","Female","United-States",">50K"
"Private","Exec-managerial","Black","Female","United-States","<=50K"
"Self-emp-not-inc","Prof-specialty","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States",">50K"
"Self-emp-not-inc","Exec-managerial","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Adm-clerical","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Self-emp-not-inc","Exec-managerial","White","Male","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States","<=50K"
"Private","Adm-clerical","White","Male","United-States","<=50K"
"Private","Adm-clerical","Other","Male","United-States","<=50K"
"State-gov","Transport-moving","White","Male","United-States","<=50K"
"Self-emp-not-inc","Farming-fishing","White","Male","United-States","<=50K"
"Federal-gov","Prof-specialty","White","Male","United-States",">50K"
"Private","Adm-clerical","White","Male","United-States","<=50K"
"State-gov","Exec-managerial","White","Female","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Local-gov","Protective-serv","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","Germany","<=50K"
"State-gov","Other-service","White","Female","United-States","<=50K"
"Private","Craft-repair","White","Male","Puerto-Rico","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Self-emp-not-inc","Craft-repair","White","Male","United-States","<=50K"
"State-gov","Other-service","White","Male","United-States","<=50K"
"State-gov","Protective-serv","White","Male","United-States","<=50K"
"Federal-gov","Exec-managerial","Black","Male","United-States",">50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Other-service","White","Male","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Federal-gov","Prof-specialty","White","Male","Poland",">50K"
"Private","Other-service","White","Male","United-States","<=50K"
"Self-emp-not-inc","Farming-fishing","White","Female","United-States","<=50K"
"Private","Other-service","White","Male","Mexico","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Sales","White","Female","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Sales","Black","Male","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States","<=50K"
"Private","Other-service","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Handlers-cleaners","White","Male","United-States","<=50K"
"Private","Sales","White","Male","United-States","<=50K"
"Private","Handlers-cleaners","Amer-Indian-Eskimo","Male","United-States","<=50K"
"State-gov","Craft-repair","Black","Male","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Private","Machine-op-inspct","Asian-Pac-Islander","Male","Laos","<=50K"
"State-gov","Prof-specialty","White","Female","United-States","<=50K"
"Self-emp-not-inc","Craft-repair","White","Male","United-States",">50K"
"Private","Craft-repair","White","Male","Mexico","<=50K"
"Local-gov","Tech-support","White","Male","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Self-emp-not-inc","Craft-repair","White","Male","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States",">50K"
"Federal-gov","Adm-clerical","White","Female","United-States","<=50K"
"Self-emp-not-inc","Transport-moving","White","Male","United-States",">50K"
"Private","Machine-op-inspct","White","Male","United-States","<=50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Private","Transport-moving","Black","Male","United-States","<=50K"
"Private","Other-service","White","Female","United-States","<=50K"
"Private","Adm-clerical","White","Male","United-States","<=50K"
"Private","Tech-support","White","Female","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States","<=50K"
"State-gov","Farming-fishing","Other","Male","Columbia","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Local-gov","Transport-moving","White","Male","United-States",">50K"
"Self-emp-not-inc","Farming-fishing","White","Male","United-States","<=50K"
"Private","Farming-fishing","White","Male","United-States","<=50K"
"Local-gov","Exec-managerial","White","Male","United-States","<=50K"
"Private","Adm-clerical","Amer-Indian-Eskimo","Female","United-States","<=50K"
"Private","Exec-managerial","White","Male","United-States","<=50K"
"Self-emp-inc","Exec-managerial","White","Male","United-States","<=50K"
"Private","Exec-managerial","White","Female","United-States","<=50K"
"Private","Sales","White","Male","United-States",">50K"
"Private","Exec-managerial","Black","Male","United-States","<=50K"
"Local-gov","Prof-specialty","White","Female","United-States","<=50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
"Private","Other-service","Black","Male","United-States","<=50K"
"Self-emp-inc","Craft-repair","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Female","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States","<=50K"
"Private","Craft-repair","White","Male","United-States",">50K"
"Private","Transport-moving","White","Male","United-States",">50K"
"Private","Other-service","White","Male","United-States","<=50K"
"Private","Transport-moving","White","Male","United-States","<=50K"
"Private","Prof-specialty","White","Male","United-States",">50K"
"Private","Exec-managerial","White","Female","United-States",">50K"
"Private","Adm-clerical","White","Female","United-States","<=50K"
